Date,Open,High,Low,Close,Volume
2009-07-08,10.031,10.181,9.982,10.093,6875500
2009-07-09,10.184,10.393,10.176,10.292,6544600
2009-07-10,10.271,10.467,10.249,10.392,5847300
2009-07-13,10.437,10.646,10.412,10.64,8083300
2009-07-14,10.626,10.701,10.554,10.65,5785800
2009-07-15,10.775,11.001,10.745,10.988,7546400
2009-07-16,10.951,11.178,10.886,11.099,13095800
2009-07-17,10.859,10.921,10.701,10.79,13694400
2009-07-20,10.78,10.855,10.689,10.788,6300600
2009-07-21,10.807,10.831,10.676,10.731,5930400
2009-07-22,10.733,10.788,10.62,10.725,5168200
2009-07-23,10.75,11.064,10.67,10.967,6949400
2009-07-24,10.929,11.297,10.909,11.203,7246500
2009-07-27,11.186,11.203,10.974,11.154,5003700
2009-07-28,11.059,11.105,10.936,11.03,5059900
2009-07-29,10.965,10.979,10.831,10.94,3970000
2009-07-30,11.1,11.322,11.1,11.175,6390800
2009-07-31,11.284,11.353,11.095,11.111,5715000
2009-08-03,11.253,11.383,11.226,11.34,5175400
2009-08-04,11.269,11.385,11.245,11.378,4774800
2009-08-05,11.435,11.458,11.232,11.313,4679300
2009-08-06,11.393,11.407,11.248,11.294,4217500
2009-08-07,11.427,11.521,11.41,11.463,5081100
2009-08-10,11.414,11.496,11.38,11.451,3480500
2009-08-11,11.377,11.466,11.344,11.384,3421500
2009-08-12,11.421,11.579,11.408,11.5,4678100
2009-08-13,11.59,11.654,11.508,11.593,3986400
2009-08-14,11.605,11.615,11.458,11.536,3346800
2009-08-17,11.322,11.335,11.112,11.157,5235100
2009-08-18,11.162,11.227,11.092,11.166,4697400
2009-08-19,11.034,11.159,10.998,11.134,4505400
2009-08-20,11.335,11.59,11.316,11.546,7989800
2009-08-21,11.675,11.688,11.602,11.667,7113800
2009-08-24,11.72,11.789,11.647,11.755,4901800
2009-08-25,11.765,11.895,11.754,11.821,4677300
2009-08-26,11.856,11.862,11.704,11.736,3971600
2009-08-27,11.751,11.751,11.554,11.688,3993800
2009-08-28,11.768,11.846,11.62,11.655,3539600
2009-08-31,11.53,11.582,11.485,11.577,3911800
2009-09-01,11.528,11.707,11.396,11.429,5184600
2009-09-02,11.431,11.494,11.35,11.36,3605900
2009-09-03,11.431,11.492,11.41,11.473,3289100
2009-09-04,11.475,11.601,11.43,11.568,2995400
2009-09-08,11.643,11.711,11.431,11.501,5308000
2009-09-09,11.512,11.693,11.506,11.635,4386400
2009-09-10,11.702,11.81,11.586,11.81,5064100
2009-09-11,11.796,11.869,11.727,11.84,3801900
2009-09-14,11.799,11.957,11.788,11.915,3947400
2009-09-15,11.914,12.01,11.854,11.975,4791400
2009-09-16,12.032,12.272,11.999,12.245,5165400
2009-09-17,12.302,12.473,12.216,12.331,8957200
2009-09-18,12.458,12.463,12.319,12.325,6560400
2009-09-21,12.231,12.511,12.193,12.463,4228500
2009-09-22,12.562,12.589,12.484,12.515,6076300
2009-09-23,12.558,12.714,12.481,12.5,5402900
2009-09-24,12.55,12.574,12.363,12.458,5050100
2009-09-25,12.396,12.537,12.338,12.35,4095100
2009-09-28,12.409,12.576,12.371,12.502,3674900
2009-09-29,12.527,12.532,12.363,12.502,4194200
2009-09-30,12.539,12.542,12.219,12.435,6277100
2009-10-01,12.363,12.45,12.213,12.218,5620700
2009-10-02,12.131,12.332,12.102,12.152,5196300
2009-10-05,12.229,12.349,12.121,12.251,4284900
2009-10-06,12.331,12.523,12.331,12.507,5459100
2009-10-07,12.514,13.015,12.484,12.979,9738600
2009-10-08,13.029,13.122,12.873,12.894,8598900
2009-10-09,12.956,13.078,12.902,12.946,5470700
2009-10-12,13.126,13.185,13.023,13.142,6637700
2009-10-13,13.15,13.227,13.075,13.193,6068700
2009-10-14,13.353,13.431,13.291,13.424,6510200
2009-10-15,13.385,13.464,13.223,13.289,12188500
2009-10-16,13.726,13.912,13.655,13.789,17666100
2009-10-19,13.86,13.883,13.761,13.845,6429300
2009-10-20,13.834,13.867,13.559,13.836,8079300
2009-10-21,13.79,14.027,13.767,13.82,7333800
2009-10-22,13.793,13.918,13.742,13.895,4668300
2009-10-23,13.924,13.99,13.823,13.885,4780600
2009-10-26,13.937,14.084,13.815,13.898,5934800
2009-10-27,13.817,13.907,13.646,13.75,6426500
2009-10-28,13.739,13.793,13.498,13.549,5130400
2009-10-29,13.617,13.838,13.567,13.819,5040100
2009-10-30,13.793,13.797,13.397,13.445,6930000
2009-11-02,13.469,13.528,13.247,13.391,6397700
2009-11-03,13.291,13.479,13.248,13.474,4755600
2009-11-04,13.562,13.68,13.452,13.55,4660700
2009-11-05,13.629,13.787,13.609,13.759,3691700
2009-11-06,13.735,13.837,13.68,13.82,3649700
2009-11-09,13.929,14.108,13.899,14.106,5294500
2009-11-10,14.112,14.264,14.094,14.213,4457100
2009-11-11,14.306,14.382,14.19,14.308,4634700
2009-11-12,14.283,14.367,14.181,14.24,3768800
2009-11-13,14.276,14.357,14.209,14.346,3330200
2009-11-16,14.42,14.469,14.364,14.452,4394000
2009-11-17,14.416,14.482,14.387,14.482,3829500
2009-11-18,14.461,14.514,14.346,14.461,3096100
2009-11-19,14.389,14.394,14.294,14.369,4331600
2009-11-20,14.282,14.334,14.279,14.293,4008300
2009-11-23,14.457,14.71,14.441,14.604,5089900
2009-11-24,14.608,14.652,14.458,14.622,3207100
2009-11-25,14.706,14.722,14.612,14.689,2919400
2009-11-27,14.344,14.607,14.318,14.539,2766400
2009-11-30,14.561,14.637,14.472,14.62,3446700
2009-12-01,14.749,14.826,14.62,14.792,4635900
2009-12-02,14.82,14.871,14.701,14.733,3323000
2009-12-03,14.772,14.832,14.67,14.689,2854500
2009-12-04,14.871,14.917,14.524,14.671,5022100
2009-12-07,14.651,14.763,14.57,14.702,3269100
2009-12-08,14.633,14.812,14.595,14.722,3044900
2009-12-09,14.733,14.779,14.635,14.771,3558400
2009-12-10,14.807,14.914,14.806,14.833,3333200
2009-12-11,14.913,14.915,14.739,14.808,3436500
2009-12-14,14.927,14.979,14.861,14.939,3822900
2009-12-15,14.878,14.956,14.82,14.874,4556200
2009-12-16,15.019,15.056,14.962,14.99,5613100
2009-12-17,14.957,14.987,14.89,14.894,5272300
2009-12-18,14.947,15.02,14.921,14.957,7055900
2009-12-21,14.995,15.042,14.938,15.013,5137200
2009-12-22,15.08,15.084,15.018,15.075,3757800
2009-12-23,15.134,15.369,15.118,15.339,4141200
2009-12-24,15.371,15.536,15.354,15.51,1715600
2009-12-28,15.59,15.698,15.51,15.62,3392400
2009-12-29,15.667,15.669,15.505,15.533,2846700
2009-12-30,15.51,15.616,15.498,15.616,2928200
2009-12-31,15.667,15.683,15.547,15.547,2437100
2010-01-04,15.722,15.786,15.654,15.717,3908400
2010-01-05,15.728,15.745,15.587,15.648,6003300
2010-01-06,15.695,15.695,15.206,15.254,7949400
2010-01-07,15.282,15.297,14.862,14.898,12815700
2010-01-08,14.846,15.128,14.773,15.097,9439100
2010-01-11,15.158,15.158,14.897,15.074,14411300
2010-01-12,14.998,15,14.746,14.808,9696800
2010-01-13,14.457,14.755,14.392,14.723,12980200
2010-01-14,14.643,14.901,14.615,14.792,8471700
2010-01-15,14.836,14.885,14.496,14.545,10858100
2010-01-19,14.582,14.806,14.452,14.736,8624700
2010-01-20,14.695,14.695,14.427,14.555,6494800
2010-01-21,14.631,14.716,14.351,14.62,12602700
2010-01-22,14.156,14.309,13.413,13.793,13587100
2010-01-25,13.707,13.79,13.429,13.542,8830900
2010-01-26,13.491,13.783,13.449,13.602,8702200
2010-01-27,13.574,13.734,13.424,13.594,7920800
2010-01-28,13.654,13.717,13.306,13.399,6451700
2010-01-29,13.504,13.567,13.181,13.29,8272700
2010-02-01,13.406,13.437,13.299,13.367,4497000
2010-02-02,13.415,13.415,13.231,13.319,8184200
2010-02-03,13.258,13.594,13.247,13.562,5992200
2010-02-04,13.467,13.492,13.18,13.21,6748600
2010-02-05,13.251,13.379,13.102,13.323,6305600
2010-02-08,13.354,13.592,13.329,13.378,5383200
2010-02-09,13.53,13.58,13.418,13.453,5633500
2010-02-10,13.393,13.486,13.233,13.402,5343600
2010-02-11,13.347,13.554,13.278,13.452,4815100
2010-02-12,13.366,13.47,13.304,13.369,4554800
2010-02-16,13.47,13.645,13.399,13.574,7301400
2010-02-17,13.592,13.627,13.482,13.497,4055300
2010-02-18,13.48,13.667,13.445,13.623,4669100
2010-02-19,13.567,13.643,13.534,13.561,5101000
2010-02-22,13.726,13.73,13.567,13.612,4284900
2010-02-23,13.617,13.633,13.348,13.418,5739400
2010-02-24,13.401,13.503,13.304,13.328,4648500
2010-02-25,13.219,13.253,13.04,13.202,6611700
2010-02-26,13.226,13.335,13.128,13.211,4094500
2010-03-01,13.271,13.374,13.234,13.358,4471300
2010-03-02,13.428,13.684,13.417,13.568,8704800
2010-03-03,13.601,13.745,13.523,13.675,6172600
2010-03-04,13.705,13.946,13.697,13.908,6361200
2010-03-05,14.077,14.236,14.041,14.149,7816500
2010-03-08,14.163,14.173,14.069,14.106,4768000
2010-03-09,14.04,14.16,13.956,14.048,6346800
2010-03-10,14.138,14.507,14.099,14.456,11298400
2010-03-11,14.401,14.701,14.399,14.573,8458100
2010-03-12,14.749,14.752,14.524,14.533,5501200
2010-03-15,14.211,14.28,13.943,14.123,9298400
2010-03-16,14.089,14.255,14.062,14.174,6856100
2010-03-17,14.251,14.33,14.15,14.183,6636500
2010-03-18,14.162,14.255,14.118,14.204,3550800
2010-03-19,14.2,14.244,13.975,14.043,9578800
2010-03-22,13.946,14.215,13.9,13.981,8001500
2010-03-23,13.969,14.001,13.592,13.767,10991500
2010-03-24,13.68,14.04,13.534,13.976,13117200
2010-03-25,14.055,14.344,14.01,14.116,7853900
2010-03-26,14.176,14.229,14.044,14.111,5387000
2010-03-29,14.119,14.162,14.058,14.105,6202700
2010-03-30,14.114,14.235,14.05,14.212,3951800
2010-03-31,14.17,14.288,14.114,14.222,6055500
2010-04-01,14.328,14.381,14.183,14.264,4201100
2010-04-05,14.317,14.417,14.269,14.319,3799100
2010-04-06,14.281,14.316,14.179,14.249,4116000
2010-04-07,14.226,14.263,14.09,14.132,5156800
2010-04-08,14.127,14.29,14.045,14.231,3891100
2010-04-09,14.244,14.263,14.144,14.199,4109000
2010-04-12,14.228,14.394,14.199,14.363,4700000
2010-04-13,14.358,14.768,14.322,14.715,7816700
2010-04-14,14.797,14.854,14.645,14.771,6798500
2010-04-15,14.85,14.992,14.753,14.929,13510000
2010-04-16,14.119,14.264,13.783,13.796,24446500
2010-04-19,13.761,13.893,13.667,13.795,7780200
2010-04-20,13.897,14.035,13.819,13.919,5948800
2010-04-21,13.955,14.05,13.847,13.9,4778200
2010-04-22,13.843,13.855,13.626,13.719,6554800
2010-04-23,13.724,13.776,13.599,13.667,4174600
2010-04-26,13.666,13.667,13.271,13.332,8728800
2010-04-27,13.264,13.5,13.222,13.267,7681700
2010-04-28,13.344,13.412,13.066,13.271,6805300
2010-04-29,13.376,13.454,13.208,13.341,6111600
2010-04-30,13.319,13.484,13.177,13.183,4865900
2010-05-03,13.203,13.364,13.168,13.306,3711800
2010-05-04,13.204,13.209,12.644,12.698,12140400
2010-05-05,12.563,12.933,12.55,12.783,9155200
2010-05-06,12.758,12.978,11.536,12.505,9990100
2010-05-07,12.538,12.672,12.071,12.367,10167800
2010-05-10,12.889,13.111,12.855,13.082,8247700
2010-05-11,12.932,13.037,12.745,12.766,6638500
2010-05-12,12.841,12.841,12.589,12.674,7695800
2010-05-13,12.952,13.09,12.799,12.812,6644900
2010-05-14,12.784,12.814,12.445,12.728,8223700
2010-05-17,12.709,12.748,12.497,12.739,5582000
2010-05-18,12.789,12.814,12.465,12.498,5645300
2010-05-19,12.445,12.525,12.231,12.399,6884500
2010-05-20,12.164,12.177,11.882,11.912,9816700
2010-05-21,11.763,12.163,11.646,11.838,19362200
2010-05-24,12.055,12.283,11.957,11.966,8682500
2010-05-25,11.74,11.973,11.636,11.964,6028700
2010-05-26,12.089,12.282,11.912,11.924,6944200
2010-05-27,12.159,12.346,12.063,12.299,5612500
2010-05-28,12.357,12.374,12.112,12.178,5783800
2010-06-01,12.048,12.315,12.04,12.097,5328200
2010-06-02,12.205,12.385,12.074,12.372,5076500
2010-06-03,12.416,12.739,12.406,12.679,7294000
2010-06-04,12.532,12.771,12.456,12.507,7832700
2010-06-07,12.515,12.562,12.116,12.176,7258100
2010-06-08,12.234,12.259,11.975,12.157,5364800
2010-06-09,12.218,12.26,11.837,11.887,5452500
2010-06-10,12.046,12.25,11.933,12.213,5150600
2010-06-11,12.1,12.256,12.078,12.25,3559800
2010-06-14,12.4,12.401,12.117,12.117,4076700
2010-06-15,12.114,12.549,12.092,12.488,8510600
2010-06-16,12.443,12.639,12.441,12.571,4574000
2010-06-17,12.625,12.686,12.456,12.541,3950600
2010-06-18,12.602,12.626,12.492,12.539,5740000
2010-06-21,12.536,12.563,12.16,12.252,5961000
2010-06-22,12.285,12.453,12.181,12.194,4434900
2010-06-23,12.21,12.21,11.991,12.089,4054100
2010-06-24,12.029,12.106,11.868,11.914,3783400
2010-06-25,11.963,11.978,11.8,11.854,4485900
2010-06-28,11.851,11.976,11.762,11.839,3521000
2010-06-29,11.622,11.65,11.313,11.392,6997100
2010-06-30,11.409,11.481,11.152,11.158,7199100
2010-07-01,11.167,11.245,10.874,11.021,7020100
2010-07-02,11.075,11.091,10.934,10.948,3868100
2010-07-06,11.134,11.226,10.874,10.936,5115000
2010-07-07,10.992,11.317,10.918,11.29,6253100
2010-07-08,11.374,11.469,11.276,11.449,5332400
2010-07-09,11.836,11.868,11.605,11.723,8654300
2010-07-12,11.846,12.023,11.813,11.933,6662100
2010-07-13,12.094,12.363,12.044,12.268,7944600
2010-07-14,12.285,12.384,12.199,12.321,6229700
2010-07-15,12.331,12.406,12.104,12.389,9706600
2010-07-16,11.764,11.8,11.524,11.526,15633900
2010-07-19,11.561,11.778,11.473,11.691,9091400
2010-07-20,11.561,12.112,11.551,12.077,8100800
2010-07-21,12.137,12.18,11.923,11.974,6552600
2010-07-22,12.118,12.262,12.099,12.158,4291100
2010-07-23,12.056,12.303,12.037,12.289,4524200
2010-07-26,12.265,12.307,12.16,12.262,3986400
2010-07-27,12.302,12.476,12.292,12.354,4897400
2010-07-28,12.412,12.42,12.104,12.146,4987000
2010-07-29,12.186,12.26,12.02,12.162,5345600
2010-07-30,12.028,12.222,12.016,12.159,4283900
2010-08-02,12.263,12.37,12.211,12.298,3713600
2010-08-03,12.3,12.35,12.207,12.284,3600900
2010-08-04,12.343,12.714,12.314,12.697,7617300
2010-08-05,12.686,12.754,12.628,12.742,4835900
2010-08-06,12.674,12.683,12.44,12.544,6632300
2010-08-09,12.595,12.677,12.573,12.673,3740600
2010-08-10,12.598,12.689,12.503,12.632,4143800
2010-08-11,12.482,12.489,12.326,12.332,4441500
2010-08-12,12.136,12.407,12.1,12.338,4404700
2010-08-13,12.263,12.318,12.188,12.196,3865500
2010-08-16,12.129,12.285,12.05,12.177,2607300
2010-08-17,12.251,12.406,12.188,12.301,3777600
2010-08-18,12.299,12.31,12.076,12.091,5367400
2010-08-19,12.062,12.1,11.717,11.735,7842100
2010-08-20,11.735,11.826,11.561,11.586,7827300
2010-08-23,11.573,11.742,11.479,11.638,5966400
2010-08-24,11.478,11.495,11.308,11.32,5519800
2010-08-25,11.285,11.481,11.285,11.401,5179000
2010-08-26,11.437,11.467,11.296,11.309,3550400
2010-08-27,11.349,11.535,11.226,11.506,4620100
2010-08-30,11.514,11.53,11.346,11.352,2460300
2010-08-31,11.288,11.407,11.235,11.285,3889700
2010-09-01,11.41,11.659,11.348,11.544,6450100
2010-09-02,11.607,11.647,11.543,11.615,3365000
2010-09-03,11.799,11.834,11.722,11.794,5075700
2010-09-07,11.648,11.726,11.611,11.646,3416300
2010-09-08,11.666,11.849,11.649,11.801,4798700
2010-09-09,11.983,12.047,11.801,11.941,4856300
2010-09-10,12.013,12.032,11.914,11.94,3944600
2010-09-13,12.06,12.146,12.025,12.094,4478500
2010-09-14,12.088,12.156,12.039,12.048,4428500
2010-09-15,12.036,12.085,12,12.053,4800700
2010-09-16,12.036,12.099,12.022,12.064,3935000
2010-09-17,12.131,12.318,12.067,12.292,11271900
2010-09-20,12.351,12.8,12.34,12.746,8798100
2010-09-21,12.781,13.04,12.762,12.876,8923600
2010-09-22,12.861,12.985,12.832,12.94,5069100
2010-09-23,12.905,13.032,12.822,12.877,4630100
2010-09-24,13.084,13.237,12.997,13.223,6707000
2010-09-27,13.262,13.463,13.262,13.301,6208500
2010-09-28,13.378,13.381,13.001,13.22,7302000
2010-09-29,13.237,13.365,13.158,13.233,4340000
2010-09-30,13.27,13.338,13.013,13.185,6481700
2010-10-01,13.291,13.307,13.115,13.181,4445500
2010-10-04,13.164,13.247,13.011,13.099,3877100
2010-10-05,13.25,13.542,13.205,13.497,7007100
2010-10-06,13.523,13.541,13.29,13.4,5519000
2010-10-07,13.447,13.472,13.269,13.291,4786800
2010-10-08,13.36,13.482,13.231,13.45,5712600
2010-10-11,13.504,13.657,13.471,13.513,5247300
2010-10-12,13.545,13.692,13.486,13.577,7499600
2010-10-13,13.717,13.73,13.6,13.625,6105000
2010-10-14,13.647,13.673,13.469,13.565,13254900
2010-10-15,15.028,15.088,14.836,15.083,29619900
2010-10-18,15.06,15.54,15.06,15.491,14182200
2010-10-19,15.268,15.418,15.118,15.243,9166600
2010-10-20,15.251,15.482,15.235,15.247,7043100
2010-10-21,15.335,15.448,15.197,15.347,5835100
2010-10-22,15.345,15.418,15.298,15.361,4507600
2010-10-25,15.437,15.667,15.422,15.46,6310400
2010-10-26,15.375,15.579,15.323,15.513,5020700
2010-10-27,15.442,15.548,15.356,15.459,4479300
2010-10-28,15.549,15.573,15.38,15.512,4364200
2010-10-29,15.475,15.523,15.372,15.39,4552000
2010-11-01,15.441,15.565,15.328,15.423,6168000
2010-11-02,15.515,15.548,15.412,15.438,3991200
2010-11-03,15.485,15.594,15.385,15.553,6754200
2010-11-04,15.664,15.797,15.601,15.655,7134400
2010-11-05,15.628,15.686,15.576,15.675,3527800
2010-11-08,15.649,15.786,15.626,15.718,4198300
2010-11-09,15.799,15.82,15.561,15.669,4469900
2010-11-10,15.6,15.623,15.486,15.62,4989000
2010-11-11,15.54,15.544,15.403,15.478,4518600
2010-11-12,15.397,15.47,15.077,15.129,6779200
2010-11-15,15.124,15.147,14.897,14.933,6950800
2010-11-16,14.865,14.994,14.631,14.638,6608100
2010-11-17,14.67,14.783,14.579,14.634,4880100
2010-11-18,14.771,15.046,14.76,14.96,5174800
2010-11-19,14.971,14.994,14.804,14.816,4590400
2010-11-22,14.732,14.882,14.614,14.826,4368800
2010-11-23,14.721,14.771,14.5,14.62,4320800
2010-11-24,14.728,14.961,14.722,14.92,4788000
2010-11-26,14.807,14.87,14.72,14.796,2619500
2010-11-29,14.775,14.791,14.544,14.598,5713600
2010-11-30,14.402,14.402,13.876,13.936,14220500
2010-12-01,14.119,14.333,14.104,14.152,7500600
2010-12-02,14.261,14.378,14.178,14.34,5090700
2010-12-03,14.28,14.457,14.244,14.369,5257100
2010-12-06,14.559,14.595,14.46,14.504,4183400
2010-12-07,14.828,14.871,14.695,14.724,6078300
2010-12-08,14.845,14.859,14.637,14.809,3510200
2010-12-09,14.893,14.936,14.771,14.833,3734000
2010-12-10,14.874,14.896,14.803,14.851,3405900
2010-12-13,14.974,15.122,14.898,14.912,4792200
2010-12-14,14.973,15.004,14.858,14.919,3283300
2010-12-15,14.901,14.957,14.774,14.803,4331000
2010-12-16,14.867,14.89,14.747,14.839,3190600
2010-12-17,14.821,14.86,14.737,14.816,6168000
2010-12-20,14.912,14.993,14.762,14.923,3942600
2010-12-21,15.011,15.165,14.987,15.123,3755200
2010-12-22,15.147,15.222,15.129,15.184,2412500
2010-12-23,15.18,15.197,15.097,15.153,2219300
2010-12-27,15.115,15.141,15.034,15.106,2413700
2010-12-28,15.098,15.143,14.997,15.019,2127400
2010-12-29,15.097,15.107,15.019,15.072,2036300
2010-12-30,14.996,15.08,14.981,15.018,1977000
2010-12-31,14.965,15.007,14.847,14.895,3075500
2011-01-03,14.958,15.187,14.958,15.156,4725600
2011-01-04,15.187,15.201,15.049,15.1,3645300
2011-01-05,15.048,15.305,15.048,15.274,5059500
2011-01-06,15.314,15.509,15.298,15.385,4111400
2011-01-07,15.445,15.504,15.3,15.459,4198100
2011-01-10,15.418,15.432,15.261,15.403,3155200
2011-01-11,15.491,15.518,15.41,15.448,2875700
2011-01-12,15.532,15.532,15.417,15.47,3262100
2011-01-13,15.472,15.54,15.402,15.465,2665300
2011-01-14,15.483,15.655,15.475,15.653,4726400
2011-01-18,15.7,16.099,15.68,16.04,7226700
2011-01-19,16.103,16.124,15.79,15.843,6805300
2011-01-20,15.854,15.901,15.63,15.718,10960600
2011-01-21,16.039,16.093,15.331,15.343,17790900
2011-01-24,15.236,15.36,15.077,15.324,9189200
2011-01-25,15.252,15.565,15.21,15.546,7286300
2011-01-26,15.556,15.61,15.43,15.46,4072100
2011-01-27,15.495,15.54,15.379,15.467,4034300
2011-01-28,15.525,15.557,15.04,15.071,8453700
2011-01-31,15.137,15.159,14.935,15.055,5604100
2011-02-01,15.159,15.381,15.124,15.323,5485100
2011-02-02,15.322,15.406,15.235,15.347,3517800
2011-02-03,15.284,15.334,15.2,15.301,2987200
2011-02-04,15.301,15.333,15.212,15.322,3098400
2011-02-07,15.301,15.508,15.277,15.405,3595600
2011-02-08,15.421,15.539,15.41,15.507,3386400
2011-02-09,15.47,15.534,15.356,15.46,3681300
2011-02-10,15.395,15.485,15.336,15.459,4664100
2011-02-11,15.392,15.673,15.372,15.661,5174600
2011-02-14,15.632,15.79,15.549,15.752,4251700
2011-02-15,15.732,15.801,15.626,15.652,4179800
2011-02-16,15.689,15.711,15.601,15.654,3364600
2011-02-17,15.579,15.73,15.555,15.68,2954600
2011-02-18,15.698,15.828,15.653,15.801,6429300
2011-02-22,15.549,15.672,15.241,15.302,7272500
2011-02-23,15.305,15.415,15.147,15.33,5773400
2011-02-24,15.332,15.375,15.08,15.268,5417900
2011-02-25,15.344,15.416,15.285,15.298,3860900
2011-02-28,15.297,15.46,15.247,15.382,4558400
2011-03-01,15.492,15.528,15.029,15.066,6639700
2011-03-02,15.041,15.197,14.926,15.066,4049300
2011-03-03,15.206,15.335,15.172,15.286,3886700
2011-03-04,15.255,15.272,15.051,15.062,6015900
2011-03-07,15.06,15.139,14.72,14.837,6918400
2011-03-08,14.869,14.996,14.801,14.854,4565200
2011-03-09,14.821,14.909,14.689,14.84,4297600
2011-03-10,14.681,14.711,14.531,14.552,6249900
2011-03-11,14.5,14.545,14.378,14.462,6057900
2011-03-14,14.364,14.502,14.244,14.294,5626500
2011-03-15,13.981,14.319,13.931,14.283,8003100
2011-03-16,14.244,14.289,13.825,13.971,7589400
2011-03-17,14.156,14.269,14.057,14.077,5792800
2011-03-18,14.16,14.244,14.037,14.07,6590600
2011-03-21,14.3,14.54,14.27,14.457,6035700
2011-03-22,14.476,14.526,14.357,14.478,3770000
2011-03-23,14.424,14.606,14.344,14.599,3628700
2011-03-24,14.681,14.755,14.515,14.718,4193200
2011-03-25,14.717,14.718,14.526,14.538,5711000
2011-03-28,14.597,14.67,14.412,14.429,4432300
2011-03-29,14.445,14.592,14.37,14.588,3206300
2011-03-30,14.655,14.683,14.559,14.591,2841700
2011-03-31,14.62,14.75,14.589,14.714,4054700
2011-04-01,14.765,14.926,14.765,14.841,5221100
2011-04-04,14.871,14.915,14.623,14.737,4104800
2011-04-05,14.572,14.582,14.186,14.271,12082900
2011-04-06,14.349,14.424,14.244,14.399,5331200
2011-04-07,14.438,14.561,14.399,14.545,5057900
2011-04-08,14.667,14.668,14.496,14.499,3799700
2011-04-11,14.45,14.497,14.369,14.479,3712600
2011-04-12,14.42,14.468,14.245,14.309,4167000
2011-04-13,14.432,14.485,14.338,14.452,4134600
2011-04-14,14.424,14.531,14.347,14.508,10901600
2011-04-15,13.674,13.686,13.293,13.309,28059300
2011-04-18,13.201,13.232,13.015,13.212,10069500
2011-04-19,13.29,13.313,13.063,13.079,5362800
2011-04-20,13.188,13.211,13.075,13.184,6113800
2011-04-21,13.228,13.248,13.1,13.168,4935200
2011-04-25,13.172,13.216,13.091,13.167,3258300
2011-04-26,13.204,13.478,13.171,13.362,6993000
2011-04-27,13.492,13.494,13.4,13.486,4592200
2011-04-28,13.493,13.523,13.393,13.491,3996000
2011-04-29,13.542,13.645,13.504,13.645,8448500
2011-05-02,13.685,13.685,13.47,13.506,4263100
2011-05-03,13.47,13.592,13.282,13.389,4158800
2011-05-04,13.421,13.517,13.367,13.436,4229700
2011-05-05,13.388,13.527,13.329,13.398,3991600
2011-05-06,13.495,13.578,13.421,13.424,4108000
2011-05-09,13.416,13.504,13.319,13.484,3893500
2011-05-10,13.542,13.653,13.48,13.609,4081700
2011-05-11,13.545,13.631,13.384,13.428,4672900
2011-05-12,13.422,13.465,13.314,13.418,2893700
2011-05-13,13.407,13.439,13.267,13.28,4213100
2011-05-16,13.198,13.223,12.95,13.001,5910400
2011-05-17,12.926,13.322,12.916,13.303,6600500
2011-05-18,13.279,13.299,13.183,13.286,3902400
2011-05-19,13.359,13.455,13.284,13.322,4932400
2011-05-20,13.336,13.341,13.119,13.141,4630300
2011-05-23,12.955,13.04,12.875,13,4595400
2011-05-24,13.05,13.14,12.994,12.997,3796200
2011-05-25,12.973,13.11,12.971,13.032,2600500
2011-05-26,12.983,13.093,12.915,12.993,4232700
2011-05-27,13.002,13.085,12.947,13.063,3488100
2011-05-31,13.166,13.267,13.128,13.266,5369200
2011-06-01,13.242,13.371,13.173,13.181,5905800
2011-06-02,13.23,13.299,13.102,13.242,4404500
2011-06-03,13.09,13.231,13.078,13.117,3493500
2011-06-06,13.17,13.211,13.021,13.067,3880300
2011-06-07,13.113,13.156,13.015,13.016,3811300
2011-06-08,12.953,13.071,12.934,13.019,3303400
2011-06-09,13.04,13.04,12.931,12.958,3374800
2011-06-10,12.892,12.957,12.772,12.777,4874900
2011-06-13,12.789,12.794,12.593,12.657,4849700
2011-06-14,12.743,12.892,12.714,12.749,4678300
2011-06-15,12.665,12.748,12.554,12.613,4142400
2011-06-16,12.609,12.703,12.455,12.548,5508400
2011-06-17,12.694,12.706,12.158,12.163,10480300
2011-06-20,12.163,12.193,12.018,12.152,6051100
2011-06-21,12.217,12.387,12.156,12.363,5525200
2011-06-22,12.324,12.347,12.206,12.213,4809300
2011-06-23,12.091,12.109,11.88,12.043,9593700
2011-06-24,12.054,12.056,11.862,11.909,7603500
2011-06-27,11.887,12.248,11.877,12.107,6882500
2011-06-28,12.138,12.444,12.138,12.379,5424700
2011-06-29,12.452,12.545,12.348,12.478,4681300
2011-06-30,12.589,12.706,12.576,12.699,4851900
2011-07-01,12.708,13.07,12.699,13.066,7266100
2011-07-05,13.173,13.426,13.173,13.352,7690700
2011-07-06,13.379,13.504,13.367,13.425,5385800
2011-07-07,13.567,13.81,13.438,13.707,7863100
2011-07-08,13.365,13.483,13.223,13.341,9530800
2011-07-11,13.245,13.441,13.178,13.223,5672900
2011-07-12,13.245,13.527,13.191,13.392,5676700
2011-07-13,13.467,13.642,13.454,13.498,5574800
2011-07-14,13.52,13.592,13.209,13.264,13285700
2011-07-15,14.984,15.053,14.75,14.987,27436700
2011-07-18,14.858,15.098,14.846,14.92,8927600
2011-07-19,14.95,15.164,14.934,15.11,5929000
2011-07-20,15.101,15.117,14.93,14.93,4451100
2011-07-21,14.897,15.249,14.896,15.222,6932000
2011-07-22,15.182,15.535,15.154,15.504,7049300
2011-07-25,15.381,15.684,15.372,15.522,6256900
2011-07-26,15.499,15.736,15.478,15.611,4681100
